Poster,Title,Year,Certificate,Duration (min),Genre,Rating,Metascore,Director,Cast,Votes,Description,Review Count,Review Title,Review,0,1,2,Decade
"https://m.media-amazon.com/images/M/MV5BOGUwZTEwZTYtZmQ0OS00NmM1LWE2ZTQtNjZiYmE4ZmUxMjk1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Raising Arizona,2003,U,94,"Comedy, Crime",7.3,69,Joel Coen,"Ethan Coen, Nicolas Cage, Holly Hunter, Trey Wilson, John Goodman",150628,"When a childless couple--an ex-con and an ex-cop--decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.",331,"Okay, then...","This is one of those surreal experiences that make you wonder whether or not you laughed at what you saw or what you THOUGHT you had seen.  Of course, being concocted by Joel and Ethan Coen makes it even more surreal.As ""repeat offender"" H. I. McDonnough, Nicolas Cage creates yet another strange, offbeat character that gets under your skin for days after.  After returning to the same prison time after time under the eye of Officer Ed (Holly Hunter), he goes straight and they get married, planning to have a big family.  It is only then, he finds that Ed is a ""barren, rocky place"". 
So, what's a couple to do?This is where the ""Arizona"" of the title comes in, when they steal one of the quintuplets of the Arizona family.  Naturally, the father (Wilson) goes all out to find the culprits, even enlisting the aid of a ""tracker"" (Cobb), who is kind of an existential bounty hunter with a good nose.From this deceptively simple story line, the Coens create a dreamscape that is mesmerizing, serpentine, loaded with all matter of visual input, deft one-liners and characters that are so off-the-wall that it's hard to forget them and the situations they get into.Coen Brother stalwart John Goodman plays yet another flaky loon - this time an escaped con - who, along with his little brother (Forsythe) complain that the prison ""had no more to offer them"".Of course, the chases, fight scenes and getaway scenes are elaborate, well-choreographed and exciting, as well as funny.  How could they not be? This whole movie is one huge snowball rolling down the side of a mountain, growing larger and rolling faster as it reaches the end of its trip.But to try and explain this movie is an exercise in futility; you'd be better off explaining Kierkegaard to a room full of second-graders.  You just have to see it yourself.  If your sense of humor is a bit on the dry side and you love fancy camera work and Fellini-esque characters, it's your kind of movie.Trust me.Ten stars and a complimentary pack of Huggies for ""Raising Arizona"", the best Dadaist head trip film with kidnapped babies, exploding bunnies and Frances McDormand in the desert you'll ever find...that has a fight in a trailer.",Comedy, Crime,,2000
"https://m.media-amazon.com/images/M/MV5BYzM3Mjc1ZDItMTE1OC00ODk0LWFmZjctYzgxZmYwNzliMTdkXkEyXkFqcGdeQXVyMTAxNDE3MTE5._V1_UY209_CR0,0,140,209_AL_.jpg",The Frozen Ground,2003,UA,105,"Biography, Crime, Drama",6.4,37,Scott Walker,"Nicolas Cage, Vanessa Hudgens, John Cusack, Dean Norris",67518,An Alaska State Trooper partners with a young woman who escaped the clutches of serial killer Robert Hansen to bring the murderer to justice. Based on actual events.,198,Very Intense,"Not an easy movie to watch. Scott Walker has made a very gruesome, realistic, deeply disturbing (at times) work that shows the rotten depths of a psychopath's mind (John Cusack, a real gem of the film), and his main antagonist, a National Guard officer (Nicolas Cage, by the way, a very decent play here). Then, there is a young lady involved in wild world of pimps, drugs and alcohol, and she plays a key role here, too. The plot is very straight and often blood-chilling, and the twists of plot can really mesmerize. In fact, the movie was a bit slow sometimes, but nobody in the audience left the theater, 'cause it was real thrilling. The spellbinding Alaskan nature is a real must see here, it simply leaves speechless with its sheer vastness and beauty. Great job of cameramen, though. The story is clear from the trailers and here the whole plot untwists slowly for almost 2 hours, but this is quite good, as the movie never drags. Constant Alaskan snow adds up to the growing suspense. The film is not the masterpiece but worth watching and very strong as a message. Great ending, by all means",Biography, Crime, Drama,2000
"https://m.media-amazon.com/images/M/MV5BN2JjNzVhOTMtNTc3Yi00NGNjLWI3YjgtYjkyZTYzY2FmMmIxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg",Adaptation.,2014,R,115,"Comedy, Drama",7.7,83,Spike Jonze,"Nicolas Cage, Meryl Streep, Chris Cooper, Tilda Swinton",203327,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' bySusan Orleanfor the screen.,626,I get it now.,"The first time I saw ""Adaptation"" I expected something else and walked away severely disappointed. As some of you out there who Private Messaged me in regards to my initial review posted on IMDb might already be aware, I originally gave it a rating of 3.5/5 stars, back when I was frequently contributing to the site. I passed on without much thought, considering it a disappointment and leaving my critique for those who cared to read it.It remains the single comment to have generated the most feedback for me. More than ""The Passion of the Christ,"" and more than yes, even my upsetting review of 2003's ""Peter Pan"" (which seemed to anger the small die-hard fanbase for the film that lurks on these message boards - by the way, I've had to clarify this sentence by adding ""for the film"" because someone PM'd me yesterday accusing me of implying I have a fanbase on IMDb...no, I am referring to the film's fanbase, so please hold off on the accusations). I digress. In summary I gave ""Adaptation"" a negative rating and to my surprise, perhaps because I avoided totally slamming the film, the fans responded to me with kind words rather than harsh ones; conceivably they too had initially taken a dislike to the film? I made a daring move. I bought ""Adaptation"" on DVD for ten bucks, thinking, ""I've got nothing to lose."" Plus, the front cover looked cool anyway.I watched it again (after taking into mind several themes and self-referential layers I had failed to visualize before) and was blown away by the originality and genius of the movie.My hugest complaint regarding ""Adaptation,"" originally, was its absurd ending -- I felt it was out of place, silly, and totally anti-climactic. Little did I realize this was the point -- to be a parody of the typical Hollywood blockbuster.There are so many underlying jokes, gags and self-references that the film grows better -- like ""Back to the Future"" -- on each new viewing. You're always finding new stuff.I found new respect for Nicolas Cage as an actor after my second viewing of this. I have always liked Cage despite the criticism he receives for being a one-sided actor; here, he proves he's capable of creating two very different human beings out of the same mold. Brilliant, Oscar-worthy stuff.All in all I got it wrong the first time. ""Adaptation"" isn't a film that starts out clever and descends into a messy and stupid finish. Well, actually, it is. But that's the point. I didn't get it before. Now I do.If you disliked this film, my advice? Watch it again. It knows a bit more about itself than you probably do. And read up on the message boards here a bit to get a clearer grasp of what's going on if you're totally clueless.P.S. I'd like to thank all the people on this site who messaged me in response to my review.",Comedy, Drama,,2010
"https://m.media-amazon.com/images/M/MV5BZjQ1YTM4M2UtMTQxNS00YjdjLTgwZGYtZTgzYmFiYjFkYzNlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Color Out of Space,1997,UA,111,"Horror, Mystery, Sci-Fi",6.2,70,Richard Stanley,"Nicolas Cage, Joely Richardson, Madeleine Arthur, Elliot Knight",56437,A secluded farm is struck by a strange meteorite which has apocalyptic consequences for the family living there and possibly the world.,574,What were they thinking,"This movie is just baffling decision after baffling decision. An absurd script, horrendous over acting, and a plot that completely abandons what makes the original story so eerie and mysterious.What an absolute waste of amazing source material.",Horror, Mystery, Sci-Fi,1990
"https://m.media-amazon.com/images/M/MV5BYzYzMTQ4NDYtNWRkZi00NTYxLThlZDItMzI1MmU1MmU5ZWQ3XkEyXkFqcGdeQXVyNDA5Mjg5MjA@._V1_UY209_CR5,0,140,209_AL_.jpg",The Family Man,2021,PG-13,125,"Comedy, Drama, Fantasy",6.8,42,Brett Ratner,"Nicolas Cage, Téa Leoni, Don Cheadle, Jeremy Piven",119524,"A fast-lane investment broker, offered the opportunity to see how the other half lives, wakes up to find that his sports car and girlfriend have become a mini-van and wife.",370,"Just what I needed, When I needed it","I never thought that a movie would change my life. I never dreamed that a message could come through so loud and clear, as this movie's message. On the corporate treadmill, I was running faster and faster and creating a really chaotic life for my family. I nearly lost them, the family; to a corporation that did not love me, care for me, or nurture me. I got off of the treadmill, and took a less demanding job. I sleep in my own bed at nights with the woman I love. The frequent flier miles and first class upgrades, and huge bonuses are all gone but not missed. I named the llc company that holds our real estate investments ICHUZUS (I Choose Us) from the movie quote. I can't help but think that this flick has positively affected many people's lives. Many thanks to the writers and those that brought it to life. Take care, I chose us.",Comedy, Drama, Fantasy,2020
"https://m.media-amazon.com/images/M/MV5BOTc3ZjVkYTYtMDZiMC00OTliLWE3OTEtYjY5NTBmNGJjYTBmXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_UY209_CR1,0,140,209_AL_.jpg",Willy's Wonderland,2001,A,88,"Action, Comedy, Horror",5.5,44,Kevin Lewis,"Nicolas Cage, Emily Tosta, Beth Grant, Ric Reitz",38700,"A quiet drifter is tricked into a janitorial job at the now condemned Willy's Wonderland. The mundane tasks suddenly become an all-out fight for survival against wave after wave of demonic animatronics. Fists fly, kicks land, titans clash -- and only one side will make it out alive.",742,It's a joke,The movie has no intentions on being anything but what it is. Nic Cage fighting robots for an hour and a half. And it's awesome.,Action, Comedy, Horror,2000
"https://m.media-amazon.com/images/M/MV5BMWI0YTRiYzEtOTQwNi00MDQwLWI0YTAtNzE5NTc0Y2MxMzVlXkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UY209_CR0,0,140,209_AL_.jpg",Sympathy for the Devil,1989,,90,"Action, Thriller",5.5,54,Yuval Adler,"Nicolas Cage, Joel Kinnaman, Alexis Zollicoffer, Cameron Lee Price",9490,"After being forced to drive a mysterious passenger at gunpoint, a man finds himself in a high-stakes game of cat and mouse where it becomes clear that not everything is as it seems.",57,Another one for the Golden Age of Cage,"I know what you're thinking. Another week, another Nic Cage film. Another trailer that seems to promise the lunacy of the Cage that we so deeply crave in our bones but will probably fail to deliver right? We have been burned so many times before.Well, I don't know what type of Cage watcher you are - do you tune in ironically, celebratory or casually? - but, personally, I am more intrigued and pleased by the man's choices and the man's commitment to picking, performing in and producing a truly eclectic slew of films on a mad variety of topics than I am, necessarily, by all the eye rolling, odd, wailing pronunciations and bizarre noggin follicle (hair) decisions... although I am here for that too.At first when Cage slipped out of the blockbusters and mainstream comedy dramas, that he made his name in, for the world of relatively straight to streaming/video, lower budget fair, I assumed - probably like most of you did - that he was just going the way of the Cusack or Willis. Keeping his hand in, pumping out a movie occasionally to pay the bills and keep the brand alive but his heart was no longer in it.Well, boy could I have been any wronger?!Cage's choices have seen him work across genres, with some of the most interesting directors and writers out there - trying to give each one of them a break as he does so (I'm sure) and while many will have written him off as someone people just enjoy ironically - and there are probably just as many who embrace this about his work - it is this mid-tier world - hovering somewhere between true low budget, homemade stuff and the bloated, computer generated, unsustainable, ludicrously budgeted world of Hollywood - that has given us the character driven, unusual idea driven, genre driven, script driven, weird cinematography driven and even taboo subject driven films that people rave about from the 70s, 80s and/or 90s (pick your recent ""Golden Age"" of choice) - you know, the ones that people claim loudly on Twitter that they don't make anymore.Being a website that is more likely going to review these kinds of films over a studio movie (because big corporations would rather spend millions on old fashioned, manual advertising than, hopefully, interesting, home grown word of mouth) I have been privileged to see and review a ton of these movies and while I certainly, often, approach them hesitantly, I have to say, I have been impressed more than I have been disappointed, over all.So, to Sympathy For The Devil, what's it all about then and is it any good?Well, actually, I'll save you any further waiting or suspense, I enjoyed the hell out of it.It plays out almost entirely as a two hander and so if you're looking for that film where Cage gets to give goofy line readings while, basically, spewing forth tasty monologue after monologue, with an appropriately ludicrous hair do and all the rolling, goggly eyes he can muster, then this is the film for you.But this is far from just a ton of enjoyable Cage grandstanding and not much else. The performances, the well written script and the superb, Americana, neon hued, cinematography help to make this taught, compelling, slowly unraveling thriller - with what, initially, may seem like an obvious conceit - rise above its slightly 90s straight to video style, Tarantino rip-off trappings.It's also one of those films that succeeds, with its conclusion, to impress you more than maybe it does while you're in the middle of it. Not that the twist is revolutionary or anything but it is neat, well played, and incredibly apt considering the title of the film and the way the narrative plays with the audiences shifting allegiances. What could have come off as just a clever but empty writing exercise, reveals itself to be storytelling as a fun, tight rope walk where either side of the rope it could fall into cliche or predictability.Between this, Renfield, Mandy, Color out of Space, Willy's Wonderland, Pig and the criminally underrated The Trust, we are living in a golden age of Cage... Long may it continue.",Action, Thriller,,1980
"https://m.media-amazon.com/images/M/MV5BNTNiMzAxZGMtZGYwZi00NWVmLTgyNmYtMGIwZGJhNzE0NmJjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY209_CR0,0,140,209_AL_.jpg",8MM,2021,R,123,"Crime, Drama, Mystery",6.6,21,Joel Schumacher,"Nicolas Cage, Joaquin Phoenix, James Gandolfini, Peter Stormare",142918,"A private investigator is hired to discover if a ""snuff film"" is authentic or not.",591,"Well made, but disturbing. Watch with care.","I walked into the movie theater last Friday not expecting at all what I was about to see. I'd heard about it, thought ""Oh, another Seven"". Same screenwriter, but I was way off track. I can stomach a lot, having no problem stuffing down popcorn during very graphic scenes. In 8MM, my coke had trouble going down. 8MM did not have consistent gory/violent scenes, but the way the movie was made made you fill in the blanks of what the makers of the movie could not screen. And if you pay attention and immerse yourself, you fill in more blanks than you really think you could, or want. As Max put it: ""the devil changes you."" The perversity and deep rottenness of the human minds displayed in 8MM is what disturbs you. Then you realize, that ""snuff""-movies are real, that there are individuals twisted enough to endorse/enjoy/take part in it. And worst of all, that these individuals don't look like monsters, they're perhaps just overweight nearsighted men who look like your dad, your son, your brother, even yourself. And if you don't look out,(no matter how secluded you think you are in your suburban home, with a wife, a daughter, and a dog named Shep) you dive into the pit of perversion and rottenness as well, finding no way out. In conclusion: excellent music, acting very sufficient, the plot: a must see. Just don't bring popcorn, and prepare to walk out of the movie theatre disturbed, asking questions, and a little bit more suspicious of those walking around you, and yourself.",Crime, Drama, Mystery,2020
"https://m.media-amazon.com/images/M/MV5BZDEwMGRmY2YtZTFmNy00YmFkLWFlZGItZGE0ZjNiMjRmZjZlXkEyXkFqcGdeQXVyMTUyOTc1NDYz._V1_UY209_CR0,0,140,209_AL_.jpg",Ghost Rider: Spirit of Vengeance,2024,UA,96,"Action, Fantasy, Thriller",4.3,34,Mark Neveldine,"Brian Taylor, Nicolas Cage, Ciarán Hinds, Idris Elba, Violante Placido",126366,"Johnny Blaze, tortured by the Ghost Rider's curse, gets a chance of redemption through protecting the Devil's son, whose father is pursuing him.",300,"Loved the first Ghost Rider, this one was TERRIBLE","I was real excited about a sequel to Ghost Rider. I liked the first one. I was very disappointed. Everything is horrible about this movie. The plot, the writing, the acting, and especially the special effects. In the first move, the flaming skull was sharp, the bike was great, the riders expressions were great. In this movie, the flaming bike looked broken down, the skull wasn't sharp, and the jacket charred. The chain never lit up on fire either. And the penance stare was different. He didn't say look into my eyes or anything. Not to mention again that the writing and the plot were garbage. Don't waste your money on this one. 3d can't help this stink pot. Wait for cable.",Action, Fantasy, Thriller,2020
"https://m.media-amazon.com/images/M/MV5BN2EwMzg3YWUtMTQyYS00ZDY3LTgzNTctOWI5NzY3MmZkOTk2XkEyXkFqcGdeQXVyNjE1OTQ0NjA@._V1_UY209_CR1,0,140,209_AL_.jpg",The Sorcerer's Apprentice,2024,PG,109,"Action, Adventure, Family",6.1,46,Jon Turteltaub,"Nicolas Cage, Jay Baruchel, Alfred Molina, Teresa Palmer",170153,A protege of the magician Merlin must train his teacher's successor - an introverted but resourceful physics prodigy - in the art of sorcery to prevent the return of Morgana le Fay.,224,Easy charming fun - perfect summer fare,"The same people who to me are surprisingly rudely negative about this film would probably say I'm too easily pleased, but I enjoy movies as escapism for the most part and see no need to pick this very enjoyable vehicle to death. Actually, some early negatives I'd read had me worried that I would be irritated I spent the money, instead I've already decided to buy this when it comes out.Overall, I'd say if you like romping easy movies like The Mummy, National Treasure, and Lake Placid you'll like this, plus refreshingly (without being sickeningly sweet) there is not one swear word or sexed-up scene, so take the older kids and Grandma. I thought Nicolas Cage was excellent, he looked great and can wear a leather duster better than most, and there was some nice chemistry between Cage and Baruchel. Alred Molina looked like he was having fun and is such an enjoyable villain. Baruchel does a good job - he is so geeky at times it is a tad painful - and I found myself rooting for him. The 2 main female characters are lovely and appealing personalities.More pluses: A lively pace and I never lost interest plus a fair number of laughs. Some interesting character twists with the oily young rock-star magician helping Molina, and some very funny cheeky nods to the original animated Fanatasia - watch for the nod to Star Wars. Great and interesting special effects that made sense when they were used. Even the way the actors moved when they were doing magic was very good (for some reason the wand-waving in Harry Potter sometimes reminds me of people using a flyswatter or shaking a bug off a stick, that didn't happen in this film).So no, this isn't some classic of cinema, it is what it is and is a bit thin here and there, but it's also quite good for a ""magical romp"" and is in no way a bad film or a waste of money. I could have done without the occasional background songs which seemed designed to emphasize romantic angst or appeal to young teenagers, but that was bearable. I saw this at an early evening show and there were not many people in the theater, but we all laughed and there was applause at the end, and we left the theater smiling. Personally I think the critics panning this are full of BS or are trying to prove what intellectuals they are. In the meantime see this with your family or take your friends, and then go out and get some ice cream and sit outside and enjoy summer. Hope they make a sequel, too.",Action, Adventure, Family,2020
"https://m.media-amazon.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",The Croods,1989,U,98,"Animation, Adventure, Comedy",7.1,55,Kirk DeMicco,"Chris Sanders, Nicolas Cage, Ryan Reynolds, Emma Stone, Catherine Keener",232417,"After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.",224,VERY funny -- a very pleasant surprise!,"I was talked into seeing this, and I have to shout it out, because it is a RIOT! I don't write many reviews, but when I love a film, I have to. If I have any complaint on this one, it's the title. I expected gross-out humor (""crude""). There isn't any, really. It's actually extremely unpredictable, subtle and extremely smart humor.It has a story arc that you begin to somewhat anticipate, but you don't feel you're being patronized. Instead, you're left feeling that very intelligent people put this thing together in hopes that everyone would find something to love about it.The cast is great, the animation is fun, and it's non-dizzying 3-D.When I saw it, the entire audience clapped at the end, because we were entertained throughout, and found the ending really satisfying.What else? Sweet emotions crop up because we can all relate to the family dynamics. Every family has the screw-up, the salt of the earth, the rebel, and the stubborn one. And it has one of the funniest babies ever put on film. A baby unlike any baby you'll ever see anywhere.Very, very funny. Definitely recommend.",Animation, Adventure, Comedy,1980
"https://m.media-amazon.com/images/M/MV5BZjk2OTEwNDEtNjVhYi00MzI3LWFhNzctZGUzOWMxMDMwZjJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg",City of Angels,1994,A,114,"Drama, Fantasy, Romance",6.7,54,Brad Silberling,"Nicolas Cage, Meg Ryan, Andre Braugher, Dennis Franz",127929,"An angel on Earth, a doctor unable to believe, a patient with a secret, a love story made in Heaven.",306,Unbelievably underrated,"I just watched this movie again for about the 3rd time. People say the movie is depressing, unoriginal, and boring. I'll bend on the depressing part, but the other 2 are completely un-true. Nicholas Cage and Meg Ryan give pretty good performances, nothing oscar-worthy, but it's not the acting that makes this movie great. It's beautiful. Pure heaven to the eyes and ears. While you see the wonderful scenes, and backgrounds, with wonderful color and beautiful art direction, and hear the perefectly performed and selected score in the background (with contributions from U2, Sarah McLachlan, and the surprise hit ""Iris"" from the Goo Goo Dolls) it doesn't really matter what kind of acting is happening. The screenplay is pretty good, but somewhat lacking, which is why I give it an 8.25 on a scale from 1-10. Its a love story, yes, and can get cheesy at points, but none the less, it's still worth seeing once or twice.",Drama, Fantasy, Romance,1990
"https://m.media-amazon.com/images/M/MV5BMjEwMjUyOTQ0MF5BMl5BanBnXkFtZTYwODA2Njk3._V1_UY209_CR0,0,140,209_AL_.jpg",National Treasure: Book of Secrets,2013,U,124,"Action, Adventure, Mystery",6.5,48,Jon Turteltaub,"Nicolas Cage, Diane Kruger, Justin Bartha, Jon Voight",253930,Benjamin Gates must follow a clue left inJohn Wilkes Booth's diary to prove his ancestor's innocence in the assassination ofAbraham Lincoln.,229,Good entertainment,"I will keep it short and simple. Just watched it, paid 10$ for it, it is worth it. Not much of details as you would expect out of a great movie, not much of substance in the movie itself however the acting and the pace of the movie is so beautiful you wont think of the flaws in the intricate plans they carry out in the movie. The subtle comedy is really nice and they have kept the first movie in consideration and have not brought many new characters. It is not a movie that you would think a lot about after you come out of the hall, however you will not think anything else either while the movie is going on. I will give it 7 for the sheer value of entertainment and nothing else and of course the one liners that keep popping up which actually make you laugh.",Action, Adventure, Mystery,2010
"https://m.media-amazon.com/images/M/MV5BNmZiODkzNWEtNDkxZC00NDg2LWFiYzktZjY2ZmUwMmM2ZmJlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Snake Eyes,2007,U,98,"Crime, Mystery, Thriller",6.1,52,Brian De Palma,"Nicolas Cage, Gary Sinise, John Heard, Carla Gugino",86896,A shady police detective finds himself in the middle of a murder conspiracy at an important boxing match in an Atlantic City casino.,241,The Eye That Lies,"This is a wonderful experience. Never mind that the acting is poor and the story weak --that was never the point. This film was made because DePalma knows how to make his camera dance and wanted to make a film based on that notion.A central question in most art concerns the role of the viewer. This dominated easel painting, then was the center of evolution of the novel and now sits at the core of thought about film. Is the viewer an omniscient God, or can the viewer be fooled like a person? Is the viewer a passive observer, or does she `walk' with the participants as an invisible character? So many clever questions.DePalma thinks the camera is a whole new thing, The camera is a type of character, part narrator, part actor, part god. It can lie, be fooled, search curiously, document, play jokes. So this is a film about the camera's eyes. `Snake' both because the camera can snake around following Cage, going places that Cage cannot, but also `snake' because the camera sees with forked tongue.So we have one seemingly continuous shot of the key scene, which is played first from Cage's perspective, then the fighter's, the Navy guy, the Girl, then the cop again, and finally the `flying eye.' Along the way, every eye trick DePalma can think of is woven in:--The girl's glasses are crushed so she sees less than the audience--The whole mess is about what a satellite sees--The casino has 1000 cameras which our own eyes coopt--The thing is framed by the TV eye--God-like, we scan over several hotel rooms while Cage and Sinese are stuck in the hallway maze--Splitscreen simultaneity--The whole thing is in real time, as if you were living in the actionThis is masterfully intellectual. See it. Forget the story.",Crime, Mystery, Thriller,2000
"https://m.media-amazon.com/images/M/MV5BMTg3MjgyNjE1Nl5BMl5BanBnXkFtZTcwNTY1NDU0MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Next,1992,UA,96,"Action, Sci-Fi, Thriller",6.2,42,Lee Tamahori,"Nicolas Cage, Julianne Moore, Jessica Biel, Thomas Kretschmann",166577,A Las Vegas magician who can see into the future is pursued by FBI agents seeking to use his abilities to prevent a nuclear terrorist attack.,275,"Good. Not cheesy, Not overblown. Just pretty darn good.","Cris Johnson has the ability to see 2 minutes into his own future. He works a low-level magic act in Las Vegas with this secret ability and also makes money gambling. However, an FBI Agent sees his uncanny ability to foresee the immediate future and tries to get him to foil a terrorist plot.The basic plot outline above isn't wholly exciting and can initially smell of outdated Cold War plot lines. And seeing that it is in the hands of Hollywood in the form of big budget action vehicle it will definitely turn many viewers off. The recent highly contrived sci-fi action movie ""Deja Vu"" is also another potential unfair strike against this movie. But, be clear of doubt, this film is actually good and it succeeds in being intriguing and not cheesy at the same time - completely unlike the ""Deja Vu."" ""Next"" leaves a lot to the audience's imagination and certain things are there just for you to accept on the basis that this is a movie - no lengthy pseudo-science speeches here. The movie also makes very good use of computer effects - there aren't many and the few that there are, aren't awful looking like director Lee Tamahori's last feature ""XXX: The State of the Union."" Johnson's clairvoyance is shown in a clever way and the story takes several nice turns. There is the stock Hollywood romantic angle here, but cheesiness is mercifully spared as it is not over done, but actually played out humorously in certain scenes.Then the kicker is the ending, which I dare not give away, and it is a real breath of fresh air. It leaves you a lot to think about and that ultimately ends this film with, not a bang which many people might expect from a big-budget action-fest. No, definitely not a bang, but a hum. That hum will stay with you for a while after you finish watching as you think about what happened and what may still happen. --- 8/10Rated PG-13 for violence",Action, Sci-Fi, Thriller,1990
"https://m.media-amazon.com/images/M/MV5BYzMxOGUzOWEtMGUxMi00ZWM1LWE3ODgtNzc4OGVjZmJhMmFmXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UY209_CR8,0,140,209_AL_.jpg",It Could Happen to You,2007,U,101,"Comedy, Drama, Romance",6.4,64,Andrew Bergman,"Nicolas Cage, Bridget Fonda, Rosie Perez, Wendell Pierce",44749,A police officer promises to share his lottery ticket with a waitress in lieu of a tip.,95,The nearest any film's ever come to breaking me...,"...as a cynic.I, through whatever reason, am absurdly cynical. A cynic, lest we forget, is somebody who puts very little faith in the good nature of humanity. Somebody who considers all good deeds to be selfishly motivated.Somebody who should absolutely hate this film.But I can't. I love this to pieces. No film has ever done as much to give me some faith in people. If Charlie can do the decent thing and split his ticket with Yvonne to fulfil a promise, despite the demands of a furious Muriel; if despite reaching a financial and emotional low they can still invite Angel in to put some food in his belly; and if the New York public can show their appreciation by doing whatever little they can to help out; then maybe, just maybe, there might be hope for the rest of us.This. Is. Beautiful.",Comedy, Drama, Romance,2000
"https://m.media-amazon.com/images/M/MV5BMDMyMjEyYzEtODVlZC00OWY0LTkxZjItNjJmOWRjNzQxMGNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR1,0,140,209_AL_.jpg",Bringing Out the Dead,2009,R,121,"Drama, Thriller",6.8,72,Martin Scorsese,"Nicolas Cage, Patricia Arquette, John Goodman, Ving Rhames",76206,"Haunted by the patients he failed to save, a monumentally burned-out Manhattan ambulance paramedic fights to maintain his sanity over three increasingly turbulent nights.",412,A brilliant film,"Bringing out the Dead, unfortunately, has fewer fans than it deserves. Why? Because this isn't simply a ""New York"" movie, or a movie about a paramedic, or about euthenasia, despite the ostensible setting and plot points.Instead, Scorsese has created a cinematic myth about how haunted modern existence can be, and what it takes to be ""saved"" and find grace in a seemingly godless world. His vision of New York is all literate existential comedy, not a window into the rotten Big Apple. Mere satiric commentary on the tragedy of life in New York is for journeyman directors; Scorsese is doing something else entirely here.In other words, this is that really rare beast--a literate film that is, first and foremost, still a great movie. In the plot and its implications, there's more here of Flannery O Conner or Virginia Woolf than there is here of, say, Tom Wolf. More pariticularly, Bringing out the Dead does with masterful filmmaking what Joyce's The Dead did in prose. This film is a truly eye-opening investigation into how the living exist in the shadow of the dead and dying.The film accomplishes this incredibly difficult task on many levels--the cinematography alone should give you a clue that this is definitely not Taxi Driver or Goodfellas--there's something more sublime here (the beauty that American Beauty explains wonderfully is shown everywhere in this film, but Bringing out the Dead is less mundane, simple and ""character"" oriented). Every shot is right, and the numerous computer effects here--on display almost for their own sake in The Matrix--are here poetically put together by a master director.So, just for it's approach to a subject that few movies or directors would even attempt, this film will be a classic. Oddly enough, one of the few movies it can be compared with is Hitchcock's Vertigo, which confronts the same issues in a different way. Scotty's (Jimmy Stewart) desire to ""raise"" the dead is as strong as Frank's, and audiences didn't much like Vertigo when it was released either.The acting, the music, the incredible photography--they're all great, if you realize you are watching a literate, funny, well-plotted (as opposed to simply plotted) meditation on the ghosts that increasingly inhabit our technocratic dwellings.Too good for a grade: see it on the biggest, best screen you can while you can. BTW--it's better the second time.",Drama, Thriller,,2000
